type,space,price,area_price,address,metro,time_to_metro,subtitle,date,source
Квартира-студия,23,4 014 529₽,170 107 ₽ за м²,,,,"Продажа просторной студии в ЖК ""Загляденье"" (Новоселье, Ломоносовский район)"".

Предлагаем студию площадью 23,56 м² с предчистовой отделкой. Все грязные работы уже выполнены — осталось только воплотить ваши дизайнерские идеи в жизнь!

Срок сдачи: IV квартал 2027 года. Оплата: ипотека, рассрочка, индивидуальные условия.

Современный кирпично-монолитный дом в зеленой зоне рядом с Шунгеровским заказником. На территории:

— Охраняемый двор.

— Детские площадки.

— Зоны отдыха.

Рядом вся инфраструкт...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_236_m_312_et._7695973575?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,27 м²,6 200 000₽,229 630 ₽ за м²,"Арцеуловская аллея, 15",,,"Продается светлая и просторная студия в ЖК «Чистое Небо» от одного из лучших застройщиков в городе Setl Group.

О Локации:

- Дом расположен в самом зеленом и экологически чистом Приморском районе Санкт-Петербурга;
- В шаге от дома новый современный парк Город Мастеров протяженностью 1 км; чуть дальше от дома Юнтоловский, Новоорловский и Левашовский заказники. Также в транспортной доступности находятся благоустроенные Суздальские озера.
- До остановок общественного транспорта — 15 мин пешком. До...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_27_m_118_et._7884118706?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
4-к. квартира,74,11 500 000₽,154 155 ₽ за м²,"пр-т Луначарского, 62к1",Озерки,16–20 мин.,"Продаётся просторная 4-комнатная квартира в зелёном районе спб!
От собственника (1 владелец), без агентств и комиссий.

Идеальное гнёздышко для большой семьи: светлая, трёхсторонняя, рядом с парками!

Эта квартира — настоящий оазис комфорта для тех, кто ценит пространство, тишину и близость к природе. 74,6 м² — хватит места для всех: детей, хобби и уютных вечеров. Сделан свежий ремонт под сдачу(все в одном стиле), но планы поменялись.

О квартире:
- Общая площадь: 74,6 м² (простор для жизни и тв...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_746_m_39_et._7848770110?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,25 м²,5 650 000₽,226 000 ₽ за м²,"Невский пр-т, 95",Площадь Восстания,до 5 мин.,"Продается просторная студия в центре Петербурга!

Метро Площадь Восстания 3 мин пешком.

Центральный ТЦ «Галерея» и Московский вокзал через дорогу!

Новый дизайнерский ремонт.

Фотографии соответствуют действительности.

Высота второго яруса 1,5м.

Прямая продажа. Все документы к сделке готовы.

Нотариальная сделка.

Можно жить, сдавать в аренду.

Есть прописка.",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_37_et._7961616665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,24,6 650 003₽,275 934 ₽ за м²,,Озерки,от 31 мин.,"Продается уютная студия от застройщика в жилом комплексе «Бионика Заповедная» в динамичном Приморском районе.

До метро можно добраться на транспорте всего за 11 минут.

Удобная, классическая, функциональная европланировка, вместительная прихожая 2.96 м². Общая площадь студии — 24.14 м², жилая — 18 м², высота потолка 2.77 м.

Квартира продается с отделкой «Норд Лайн светлый плюс».

Что особенного в ЖК «Бионика Заповедная»?

Оазис в городе — 3 минуты пешком до Новоорловского заказника (140 ГА).
З...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_241_m_212_et._7891984945?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,45 м²,6 700 000₽,148 889 ₽ за м²,"пр-т Славы, 10к1",Проспект Славы,11–15 мин.,"Продается двухкомнатная квартира в спальном районе в доме 502-9 серии (брежневка) недалеко от метро пр. Славы.

Стоимость соответствует состоянию. Квартира требует ремонта, можно воплотить все свои фантазии, сделать все для себя и не переплачивать за косметический ремонт нулевых. Из плюсов: установлены стеклопакеты и сделаны натяжные потолки!

В шаговой доступности множество магазинов, два детских сада, лицей 299, Яблоневый сад для прогулок и занятий спортом. Дом во дворе, не слышно шума от прос...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_45_et._7870112905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,30 м²,16 489 005₽,549 634 ₽ за м²,"ул. Алтайская, д. 39, лит. А",Московская,6–10 мин.,"Дом сдан! Выдаем ключи!
Студия №157 на 16 этаже в секции №2 Дома Shepilevskiy (Шепилевский).
О проекте:
Торжественный и величавый, Клубный дом Shepilevskiy (Шепилевский) включает 184 квартиры клубного формата. Дом гармонично вписан в существующий архитектурный контекст Алтайской улицы Московском районе. Из окон большей части лотов открывается захватывающий вид на юг, север и центр Петербурга. Максимальный обзор на город достигнут и за счет больших окон высотой от 2,5 до 5 метров. Shepilevskiy (Ш...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_30_m_1624_et._7803155003?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,29,8 990 000₽,307 877 ₽ за м²,"ул. Герасимовская, д. 5",Площадь Мужества,от 31 мин.,"Продаётся студия по переуступке Дду. Дом сдаётся во 2 квартале этого года 2026.
Студия имеет хорошее отдельное расположение на 3 этаже. Вы не будете слышать соседей с боку и соприкасаться с ними.

Студия находится близко к центру в тихом жилом зелёном районе. Вид из окна на школьный двор и деревья.

Оплата в рассрочку: первоначальный взнос от 3 млн. Можно разделить на 2 платежа и оформить ипотеку на остальную часть при сдаче дома в апреле-мае 2026 года.",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_292_m_39_et._7961032574?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,24 м²,7 500 000₽,312 500 ₽ за м²,"Большая Конюшенная ул., 4-6-8",Невский проспект,6–10 мин.,"В продаже: Квартира — студия в сердце Петербурга: Ваш личный уголок для жизни или источник дохода под 13% годовых.

Уникальное пространство в историческом доме. Для тех, кто хочет жить в атмосфере старого города или получать стабильный пассивный доход.

Хотите узнать, сколько будет приносить Ваша будущая студия?

Напишите «Доход» в чат Авито, и мы вышлем вам полный расчет!

Идеально для жизни вас или вашего ребенка:

Для студента: Пешая доступность к ведущим вузам. Независимость и безопасность в...",4 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_24_et._7863504601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
3-к. квартира,82,25 600 369₽,308 810 ₽ за м²,,Елизаровская,от 31 мин.,"Продается уютная, семейная 3-комнатная квартира от застройщика в жилом комплексе «Сэтл Ривьера» в активно развивающимся Невском районе.

До метро можно добраться на транспорте всего за 10 минут.

Мастер-спальня с собственной ванной комнатой. Самое приватное пространство в вашей квартире.

Сауна в ванной комнате. Расслабьтесь и восстановите силы, как в Спа-салоне.

Уникальная, функциональная европланировка, большая кухня-гостиная 17.25 м², вместительная прихожая 9.13 м². Общая площадь квартиры — ...",,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_829_m_617_et._7636630233?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,86,38 541 582₽,446 600 ₽ за м²,,Новочеркасская,11–15 мин.,"Продается 2-комн. Квартира от застройщика с предчистовой отделкой в ЖК «Легенда на Охте» на 3 этаже. Общая площадь: 86.3 кв. М., жилая: 26 кв. М., площадь просторной кухни-столовой: 34.2 кв. М. Квартира — распашонка, без проходных комнат, окна выходят на paзные стороны дома. В квартире два совмещенных санузла. Высота потолков 2.7 м.

Квартира находится в корпусе P. Дом монолитный, двухподъездный, высотой 14 этажей. На этаже 6 квартир. В подъезде 1 пассажирский и 1 грузовой лифт. Начало строитель...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_863_m_314_et._7879606135?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,45,7 299 000₽,160 418 ₽ за м²,"пр-т Луначарского, 88к1",Гражданский проспект,21–30 мин.,"Арт. 132028977 Предлагается к продаже двухкомнатная квартира общей площадью 45,5 кв. М. В Калининском районе города. Дом обслуживает управляющая компания «Жкс №1 Калининского района». Планировка квартиры включает в себя: две изолированные комнаты (18,2 кв. М. И 10 кв. М.) одна из которых с выходом на балкон, кухню 7 кв. М., раздельный санузел и прихожую (6,3 кв. М.). Ква.

Ртира требует ремонта, что позволит новым владельцам возможность воплотить свои дизайнерские идеи и создать интерьер своей м...",2 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455_m_49_et._7930700681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,21,4 593 318₽,217 693 ₽ за м²,,,,"О проекте.
Жилой комплекс «Квартал Торики» — гармоничная среда для семейной жизни. Все необходимое для комфортной жизни в шаговой доступности: от развитой транспортной сети до собственных школы и двух детских садов. Монолитные 12-этажные дома с уединенными дворами, «лесными гостиными» и бульварами создают безопасное и спокойное пространство. Для максимального удобства в подъездах организована безбарьерная среда, а будущие жители могут выбрать планировку — от уютных студий до просторных 4-комнатн...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_211_m_1112_et._7920705311?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,23,4 100 000₽,174 468 ₽ за м²,,,,"Продается квартира-студия с отделкой в ЖК Квартал Лаголово, застройщик «Самолёт», видовой 11 ый этаж, корпус 4 секция 1, (отдельно стоящий корпус)всего 13 квартир на этаже.

Квартира сдается с отделкой под ключ, кухонным гарнитуром и техникой Haier.

-Холодильник.

-Варочная панель.

-Духовой шкаф.

-Вытяжка.

-Посудомоечная машина.

-Прихожая и с/у с мебелью.

Инфраструктура локации: запланировано три школы и восемь детских садов прямо на территории квартала.

На первых этажах магазины, салоны ...",,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/kvartira-studiya_235_m_1111_et._7504740101?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,31 м²,7 800 000₽,251 613 ₽ за м²,"пос. Парголово, Заречная ул., 11к6",Парнас,16–20 мин.,"Видовая квартира у Метро рядом с Парком. Продаю квартиру 31 кв. М + 8кв. М застекленная лоджия (окна в пол) на 26 (последнем) этаже в доме Комфорт класса, ЖК Три Апельсина. Абсолютно штучное предложение — здесь для вас много солнца, воздуха, неба, уюта! Два огромных окна в пол. За окнами — облака, на боковом обзоре шикарный Шуваловский лесопарк. Полная инфраструктура прямо вокруг дома — несколько сетевых магазинов, два детсада, новая школа, великолепный красивый двор. В шаговой доступности и мет...",4 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_31_m_2626_et._7991839604?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
3-к. апартаменты,134,189 793 610₽,1 411 105 ₽ за м²,,Спортивная,16–20 мин.,"Сдаем в 2026 году!
Апартамент №411 в Комплексе «17/33 Петровский остров».
О проекте:
Премиальный комплекс резиденций для истинных ценителей изысканной архитектуры, непревзойденного сервиса и необыкновенной панорамы Санкт-Петербурга. Уникальное расположение — между Малой Невой и Петровским прудом — подарит будущим резидентам неповторимое ощущение жизни на собственном уединенном острове.
Уникальная локация. Проект расположен в объятьях главных островов Петербурга — Петроградской стороны, Васильевс...",,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._apartamenty_1345_m_68_et._7931794816?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,51,9 000 000₽,174 757 ₽ за м²,"пр-т Солидарности, 7к1",Проспект Большевиков,11–15 мин.,"Арт. 131951335 Продается двухкомнатная квартира с хорошим ремонтом в панельном доме, на высоком 8 этаже с панорамным видом на город. Квартира с изолированными комнатами, светлая, теплая! Удачной планировки, имеется встроенная оборудованная гардеробная. При продаже в квартире остается кухонная мебель с бытовой техникой. В комнате установлен кондиционер. На кухне теплый пол. В дом е свой Тсж. Очень чистая парадная и хорошие соседи. Район с развитой инфраструктурой. До метро Проспект Большевиков 15...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_515_m_89_et._7890283760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,29,5 649 999₽,192 833 ₽ за м²,,Парнас,от 31 мин.,"Продается квартира-студия на 13-м этаже в проекте комфорт-класса glorax Парголово. Общая площадь лота составляет 29,34 кв. М, из которых 19,95 кв. М отведено под жилую и кв. М под кухонную зону. Номер квартиры — 255.

Преимущества:
- Квартира комфорт-класса.
- Зеленый район, Шуваловский парк в 20 мин. Пешком.
- 10 мин. До Кад, 15 мин. До Зсд.
- 5 эт. Паркинг на 451 м/м.
- Закрытые дворы с видеонаблюдением.
- Детские площадки с геопласткой и бизиборадми.
- Сады и школы в шаговой доступности.
- Сп...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_293_m_1315_et._7596704521?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,24,11 848 694₽,485 602 ₽ за м²,,Приморская,от 31 мин.,"Квартира №22 в корпусе Carbon проекта бизнес-класса «Bashni Element».
«Bashni Element» — новый жилой проект бизнес-класса на Васильевском острове от девелоперской компании «Elemenт». В его составе — 5 башен, две из которых соединены первым в Санкт-Петербурге «небесным мостом» с клубной инфраструктурой. "".

— Первая линия Финского залива (южная часть намыва Васильевского острова), 80% квартир — с видом на воду.

— Футуристичная архитектура от «А. Лен» — 5 разновысотных башен: Carbon, Cuprum, Tita...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_244_m_522_et._4379812494?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,32,6 190 000₽,190 462 ₽ за м²,"пр-т Просвещения, 24/2",Проспект Просвещения,11–15 мин.,"Адрес: Пр. Просвещения, 24/2 (знаменитый район с развитой инфраструктурой).

Цена: 6 190 000 ₽.

Плюсы:

1 Локация «всё включено». Выходишь из подъезда — и ты в центре событий. Остановки транспорта, магазины у дома, школы и детские сады — всё в шаговой доступности. До метро можно быстро доехать или прогуляться в хорошую погоду.

2 Готова к жизни. Квартира чистая, ухоженная. Здесь можно жить сразу после покупки, сделав лишь небольшой косметический ремонт на свой вкус, либо заезжать с вещами.

3 И...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_325_m_59_et._7931921059?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,71,17 366 940₽,242 894 ₽ за м²,,Комендантский проспект,от 31 мин.,"Продаётся двухкомнатная квартира в жилом комплексе Цдс Dreamline, Корпус 2.7.
Цена Указана С Учетом Скидки ЗА Наличные. При покупке квартиры без участия агентов дарим сертификат новосела в магазин Hoff на сумму 50 000 рублей. Им можно оплатить не более 15% от суммы покупки.
Квартиры с чистовой отделкой: на полу ламинат, на стенах обои под покраску, установлены межкомнатные двери, в санузлах везде положена плитка, установлена вся сантехника!

Цдс Dreamline — это новый ЖК на Парашютной улице. Перв...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_715_m_317_et._7731676539?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
